,respondent_id,opinion_seas_risk,doctor_recc_seasonal,opinion_seas_vacc_effective,age_group,health_worker,h1n1_knowledge,behavioral_hands_attention,seasonal_vaccine
220,220,4.0,1.0,5.0,3,0.0,1.0,2.0,0
221,221,1.0,0.0,5.0,0,0.0,1.0,2.0,0
222,222,2.0,1.0,2.0,0,1.0,1.0,2.0,0
223,223,2.0,0.0,5.0,3,0.0,0.0,2.0,1
224,224,4.0,0.0,5.0,0,0.0,1.0,1.0,1
225,225,1.0,1.0,4.0,3,0.0,1.0,1.0,0
226,226,2.0,0.0,4.0,4,0.0,1.0,2.0,1
227,227,2.0,0.0,5.0,2,0.0,1.0,2.0,1
228,228,2.0,1.0,5.0,1,0.0,1.0,1.0,1
229,229,4.0,1.0,5.0,4,0.0,1.0,2.0,1
230,230,2.0,1.0,5.0,3,0.0,1.0,2.0,1
231,231,4.0,1.0,5.0,4,0.0,1.0,2.0,1
232,232,1.0,0.0,2.0,4,0.0,1.0,2.0,1
233,233,2.0,0.0,4.0,2,0.0,1.0,0.0,0
234,234,2.0,0.0,4.0,0,1.0,2.0,2.0,0
235,235,4.0,0.0,5.0,4,0.0,2.0,2.0,1
236,236,2.0,0.0,4.0,4,0.0,2.0,1.0,1
237,237,1.0,0.0,4.0,2,0.0,1.0,2.0,0
238,238,5.0,1.0,5.0,4,0.0,2.0,2.0,0
239,239,1.0,0.0,4.0,4,0.0,1.0,2.0,0
240,240,1.0,1.0,4.0,3,0.0,1.0,1.0,0
241,241,4.0,1.0,5.0,3,0.0,1.0,2.0,1
242,242,2.0,0.0,4.0,1,0.0,1.0,2.0,0
243,243,1.0,1.0,2.0,4,0.0,1.0,2.0,1
244,244,5.0,1.0,5.0,2,0.0,2.0,1.0,1
245,245,2.0,0.0,4.0,3,0.0,1.0,2.0,0
246,246,2.0,0.0,4.0,2,0.0,2.0,2.0,0
247,247,2.0,0.0,5.0,1,0.0,2.0,2.0,1
248,248,4.0,0.0,5.0,0,0.0,1.0,0.0,0
249,249,2.0,0.0,4.0,2,0.0,0.0,1.0,0
250,250,4.0,0.0,5.0,3,0.0,2.0,2.0,1
251,251,5.0,0.0,5.0,3,0.0,2.0,2.0,1
252,252,1.0,0.0,5.0,2,0.0,1.0,2.0,0
253,253,4.0,0.0,2.0,2,0.0,2.0,2.0,1
254,254,5.0,1.0,4.0,4,0.0,2.0,1.0,1
255,255,5.0,0.0,5.0,0,0.0,0.0,1.0,0
256,256,2.0,0.0,4.0,0,0.0,0.0,1.0,0
257,257,4.0,1.0,5.0,3,0.0,2.0,1.0,1
258,258,1.0,0.0,4.0,0,0.0,1.0,2.0,0
259,259,4.0,1.0,2.0,0,0.0,1.0,2.0,0
260,260,2.0,0.0,4.0,4,0.0,2.0,2.0,0
261,261,4.0,0.0,5.0,4,0.0,0.0,2.0,1
262,262,5.0,1.0,5.0,3,1.0,2.0,2.0,1
263,263,4.0,0.0,5.0,4,0.0,1.0,2.0,1
264,264,1.0,0.0,4.0,4,0.0,2.0,2.0,1
265,265,4.0,0.0,5.0,4,0.0,1.0,1.0,0
266,266,5.0,0.0,5.0,2,0.0,1.0,2.0,0
267,267,2.0,0.0,5.0,1,0.0,1.0,1.0,0
268,268,4.0,0.0,5.0,1,0.0,1.0,1.0,1
269,269,2.0,0.0,4.0,4,0.0,1.0,2.0,0
270,270,2.0,0.0,4.0,1,0.0,1.0,2.0,0
271,271,4.0,0.0,5.0,1,0.0,2.0,2.0,0
272,272,5.0,0.0,5.0,2,0.0,1.0,2.0,1
273,273,1.0,0.0,1.0,4,0.0,1.0,1.0,0
274,274,2.0,0.0,4.0,3,0.0,1.0,1.0,0
275,275,4.0,1.0,5.0,3,0.0,1.0,2.0,1
276,276,2.0,1.0,5.0,4,0.0,1.0,2.0,1
277,277,3.0,0.0,4.0,2,0.0,2.0,2.0,1
278,278,4.0,1.0,5.0,0,0.0,1.0,2.0,1
279,279,4.0,0.0,5.0,2,0.0,2.0,2.0,1
280,280,1.0,0.0,4.0,3,0.0,1.0,2.0,0
281,281,4.0,1.0,4.0,2,0.0,1.0,2.0,0
282,282,4.0,0.0,4.0,4,0.0,1.0,2.0,0
283,283,5.0,1.0,4.0,0,0.0,1.0,2.0,1
284,284,4.0,1.0,4.0,1,0.0,2.0,2.0,1
285,285,2.0,0.0,2.0,1,0.0,1.0,0.0,1
286,286,2.0,0.0,5.0,3,0.0,2.0,2.0,0
287,287,2.0,0.0,2.0,0,0.0,2.0,1.0,0
288,288,4.0,1.0,4.0,3,1.0,2.0,2.0,1
289,289,2.0,0.0,4.0,2,0.0,2.0,2.0,0
290,290,4.0,0.0,5.0,0,0.0,2.0,2.0,0
291,291,2.0,0.0,4.0,3,0.0,1.0,1.0,0
292,292,2.0,1.0,4.0,1,0.0,2.0,2.0,1
293,293,2.0,1.0,3.0,4,0.0,1.0,1.0,0
294,294,1.0,0.0,5.0,1,0.0,1.0,2.0,1
295,295,2.0,0.0,5.0,4,0.0,2.0,1.0,1
296,296,1.0,1.0,3.0,0,0.0,2.0,0.0,0
297,297,4.0,0.0,4.0,3,0.0,1.0,2.0,1
298,298,4.0,0.0,2.0,2,1.0,2.0,2.0,0
299,299,4.0,0.0,4.0,4,0.0,1.0,2.0,1
300,300,1.0,1.0,4.0,0,0.0,1.0,2.0,1
301,301,2.0,0.0,2.0,0,0.0,1.0,1.0,0
302,302,2.0,0.0,4.0,3,0.0,1.0,1.0,0
303,303,4.0,1.0,5.0,4,0.0,0.0,2.0,1
304,304,5.0,0.0,5.0,4,0.0,0.0,2.0,0
305,305,1.0,0.0,2.0,3,0.0,2.0,2.0,0
306,306,5.0,1.0,5.0,3,0.0,2.0,2.0,1
307,307,4.0,0.0,4.0,0,0.0,2.0,2.0,1
308,308,4.0,1.0,4.0,4,0.0,2.0,2.0,1
309,309,1.0,0.0,5.0,4,0.0,1.0,2.0,0
310,310,1.0,0.0,5.0,3,0.0,1.0,1.0,0
311,311,4.0,0.0,4.0,3,0.0,1.0,1.0,1
312,312,2.0,0.0,4.0,3,0.0,1.0,0.0,0
313,313,2.0,0.0,5.0,2,0.0,1.0,1.0,0
314,314,5.0,1.0,5.0,0,0.0,1.0,1.0,1
315,315,1.0,1.0,4.0,2,0.0,2.0,1.0,0
316,316,5.0,0.0,3.0,0,0.0,1.0,2.0,0
317,317,4.0,0.0,4.0,0,0.0,1.0,1.0,0
318,318,1.0,1.0,2.0,2,0.0,1.0,2.0,1
319,319,2.0,1.0,4.0,2,0.0,1.0,2.0,1
320,320,1.0,0.0,4.0,4,0.0,1.0,2.0,0
321,321,2.0,0.0,1.0,2,0.0,1.0,2.0,0
322,322,5.0,0.0,5.0,2,0.0,2.0,2.0,1
323,323,2.0,0.0,5.0,3,0.0,2.0,1.0,1
324,324,4.0,0.0,5.0,1,0.0,1.0,2.0,1
325,325,2.0,0.0,3.0,1,0.0,1.0,0.0,1
326,326,1.0,0.0,4.0,1,0.0,2.0,0.0,0
327,327,1.0,1.0,5.0,2,0.0,1.0,2.0,1
328,328,2.0,0.0,3.0,3,0.0,1.0,1.0,0
329,329,5.0,0.0,4.0,2,0.0,2.0,2.0,1
330,330,2.0,1.0,5.0,4,0.0,2.0,2.0,0
331,331,1.0,0.0,4.0,4,0.0,1.0,2.0,0
332,332,1.0,0.0,5.0,2,0.0,1.0,2.0,0
333,333,4.0,1.0,5.0,4,0.0,1.0,2.0,1
334,334,2.0,0.0,4.0,2,0.0,1.0,2.0,0
335,335,4.0,0.0,4.0,4,0.0,2.0,2.0,1
336,336,1.0,0.0,4.0,0,0.0,1.0,0.0,0
337,337,2.0,0.0,4.0,4,0.0,1.0,2.0,0
338,338,1.0,0.0,3.0,4,0.0,0.0,1.0,0
339,339,4.0,1.0,4.0,0,0.0,2.0,2.0,1
340,340,2.0,0.0,4.0,0,0.0,1.0,2.0,0
341,341,2.0,0.0,4.0,0,0.0,1.0,2.0,0
342,342,2.0,0.0,5.0,0,0.0,1.0,2.0,0
343,343,1.0,1.0,4.0,0,0.0,1.0,2.0,0
344,344,4.0,1.0,5.0,2,0.0,1.0,2.0,1
345,345,2.0,0.0,5.0,3,0.0,2.0,2.0,1
346,346,5.0,0.0,5.0,4,0.0,2.0,2.0,1
347,347,4.0,0.0,5.0,0,0.0,1.0,1.0,0
348,348,4.0,1.0,4.0,3,0.0,2.0,2.0,1
349,349,2.0,0.0,4.0,0,0.0,1.0,2.0,0
350,350,2.0,1.0,4.0,3,0.0,1.0,2.0,0
351,351,4.0,1.0,5.0,4,0.0,1.0,2.0,1
352,352,2.0,0.0,4.0,2,0.0,2.0,1.0,0
353,353,2.0,1.0,5.0,1,0.0,1.0,2.0,1
354,354,4.0,1.0,5.0,2,0.0,2.0,2.0,1
355,355,2.0,0.0,4.0,1,0.0,1.0,1.0,0
356,356,1.0,0.0,4.0,0,0.0,0.0,2.0,0
357,357,4.0,1.0,5.0,4,0.0,2.0,2.0,0
358,358,4.0,0.0,4.0,1,0.0,2.0,1.0,0
359,359,5.0,1.0,5.0,2,0.0,1.0,2.0,1
360,360,4.0,0.0,5.0,3,0.0,1.0,2.0,0
361,361,5.0,0.0,5.0,4,0.0,2.0,1.0,1
362,362,2.0,0.0,4.0,0,0.0,2.0,2.0,1
363,363,4.0,0.0,4.0,0,0.0,1.0,2.0,0
364,364,1.0,1.0,4.0,3,1.0,2.0,2.0,1
365,365,2.0,0.0,4.0,4,0.0,1.0,2.0,1
366,366,1.0,0.0,4.0,0,0.0,1.0,2.0,0
367,367,2.0,0.0,4.0,3,0.0,2.0,2.0,0
368,368,1.0,0.0,4.0,2,0.0,1.0,2.0,1
369,369,2.0,0.0,4.0,0,0.0,1.0,0.0,0
370,370,1.0,0.0,4.0,2,0.0,1.0,0.0,0
371,371,5.0,1.0,5.0,4,1.0,2.0,2.0,1
372,372,4.0,1.0,4.0,3,0.0,1.0,2.0,0
373,373,2.0,1.0,4.0,1,0.0,1.0,2.0,1
374,374,4.0,0.0,4.0,2,0.0,2.0,1.0,0
375,375,2.0,1.0,4.0,3,1.0,1.0,2.0,1
376,376,5.0,1.0,5.0,3,1.0,2.0,1.0,0
377,377,4.0,0.0,5.0,1,0.0,0.0,1.0,0
378,378,2.0,1.0,4.0,3,0.0,1.0,2.0,0
379,379,3.0,0.0,4.0,2,0.0,2.0,1.0,1
380,380,4.0,0.0,1.0,2,0.0,1.0,1.0,0
381,381,4.0,0.0,5.0,4,0.0,2.0,2.0,0
382,382,5.0,0.0,5.0,4,0.0,1.0,0.0,1
383,383,2.0,0.0,4.0,0,0.0,2.0,2.0,1
384,384,4.0,1.0,4.0,2,1.0,2.0,1.0,1
385,385,1.0,1.0,4.0,4,0.0,1.0,1.0,1
386,386,3.0,0.0,4.0,3,0.0,1.0,2.0,0
387,387,4.0,1.0,4.0,1,1.0,1.0,2.0,1
388,388,5.0,0.0,5.0,4,0.0,2.0,2.0,1
389,389,1.0,0.0,5.0,0,0.0,2.0,2.0,1
390,390,5.0,0.0,4.0,1,0.0,2.0,2.0,0
391,391,1.0,1.0,4.0,2,1.0,1.0,1.0,0
392,392,4.0,1.0,4.0,4,0.0,0.0,2.0,1
393,393,4.0,0.0,2.0,3,0.0,1.0,2.0,1
394,394,1.0,0.0,3.0,4,0.0,1.0,0.0,0
395,395,1.0,0.0,5.0,4,0.0,2.0,2.0,1
396,396,1.0,1.0,3.0,1,0.0,0.0,2.0,0
397,397,2.0,1.0,5.0,3,0.0,1.0,2.0,1
398,398,4.0,0.0,4.0,0,0.0,1.0,1.0,0
399,399,4.0,0.0,4.0,2,0.0,1.0,2.0,1
400,400,1.0,0.0,1.0,2,0.0,1.0,1.0,0
401,401,2.0,0.0,4.0,4,0.0,1.0,2.0,0
402,402,2.0,0.0,4.0,2,0.0,1.0,0.0,1
403,403,4.0,1.0,4.0,4,0.0,0.0,2.0,1
404,404,4.0,0.0,4.0,4,0.0,1.0,2.0,1
405,405,1.0,1.0,4.0,3,0.0,1.0,1.0,0
406,406,2.0,0.0,1.0,1,0.0,1.0,2.0,0
407,407,2.0,1.0,4.0,2,0.0,1.0,2.0,0
408,408,2.0,0.0,1.0,4,0.0,0.0,1.0,1
409,409,4.0,0.0,3.0,4,0.0,2.0,2.0,1
410,410,2.0,0.0,4.0,0,0.0,2.0,0.0,1
411,411,1.0,1.0,4.0,4,0.0,0.0,2.0,1
412,412,4.0,1.0,4.0,2,0.0,1.0,0.0,0
413,413,5.0,1.0,5.0,4,0.0,0.0,2.0,1
414,414,5.0,1.0,5.0,1,0.0,2.0,2.0,1
415,415,4.0,0.0,5.0,1,0.0,1.0,2.0,1
416,416,2.0,0.0,4.0,0,0.0,2.0,2.0,0
417,417,2.0,0.0,4.0,3,0.0,1.0,2.0,0
418,418,2.0,1.0,4.0,4,0.0,1.0,1.0,1
419,419,4.0,1.0,5.0,4,0.0,0.0,2.0,1
420,420,5.0,0.0,2.0,0,0.0,0.0,2.0,0
421,421,2.0,0.0,4.0,3,0.0,1.0,2.0,0
422,422,4.0,0.0,5.0,4,0.0,1.0,0.0,1
423,423,5.0,0.0,4.0,0,0.0,1.0,1.0,0
424,424,1.0,0.0,4.0,2,0.0,1.0,2.0,0
425,425,5.0,1.0,5.0,3,0.0,2.0,2.0,1
426,426,4.0,1.0,5.0,4,0.0,1.0,1.0,1
427,427,5.0,0.0,5.0,4,0.0,1.0,2.0,1
428,428,2.0,0.0,2.0,1,0.0,1.0,2.0,0
429,429,1.0,0.0,4.0,0,0.0,1.0,1.0,0
430,430,1.0,0.0,3.0,1,0.0,2.0,1.0,0
431,431,1.0,1.0,5.0,3,0.0,1.0,1.0,1
